Campaign name,Day,Delivery status,Delivery level,Attribution setting,Result type,Results,Reach,Frequency,Cost per result,Amount spent (INR),Impressions,"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),CPC (all),In-app purchases,Registrations completed,In-app registrations completed,Website registrations completed,Cost per registration completed,Purchases,Purchases conversion value,In-app purchases conversion value,Cost per purchase,Purchase ROAS (return on ad spend),In-app purchase ROAS (return on ad spend),percentage app,App installs,Mobile app installs,Cost per app install,Reporting starts,Reporting ends
New App IOS KSA promotion campaign,3/16/2026,active,campaign,Multiple attribution settings,,,10782,1.29168985,,2808.31,13927,201.6450061,100,28.0831,0.71802973,148,1.062684,18.97506757,,13,13,,216.0238462,,,,,,,33,33,33,85.10030303,3/16/2026,3/16/2026
Middle Funnel Ad 3(fb-insta),3/16/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,32,10323,1.18473312,9.13125,292.2,12230,23.89206868,56,5.21785714,0.45789043,196,1.60261652,1.49081633,,32,28,4,9.13125,,,,,,,19.64285714,11,11,26.56363636,3/16/2026,3/16/2026
NF App Conversions,3/16/2026,active,campaign,7-day click or 1-day view,In-app purchases,6,4860,1.71028807,171.0916667,1026.55,8312,123.5021655,417,2.4617506,5.01684312,463,5.57025987,2.21717063,6,25,25,,41.062,6,2644,2644,171.0916667,2.57561736,2.57561736,0.71942446,3,3,342.1833333,3/16/2026,3/16/2026
Bottom Funnel – Copy,3/16/2026,active,campaign,7-day click or 1-day view,actions:purchase,4,7854,1.47211612,95.9225,383.69,11562,33.18543505,40,9.59225,0.34596091,118,1.02058467,3.25161017,4,6,5,1,63.94833333,4,823,823,95.9225,2.14496078,2.14496078,10,4,4,95.9225,3/16/2026,3/16/2026
All-Lookalike-manual-registration 27-07-24,3/16/2026,active,campaign,7-day click,,,177456,1.53769385,,14743.13,272873,54.02927369,1063,13.8693603,0.38955851,1373,0.50316448,10.73789512,11,392,392,,37.61002551,11,2775,2775,1340.284545,0.18822326,0.18822326,34.24270931,364,364,40.5031044,3/16/2026,3/16/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,3/16/2026,active,campaign,7-day click,In-app purchases,2,12759,1.50482013,1165.565,2331.13,19200,121.4130208,146,15.96664384,0.76041667,164,0.85416667,14.21420732,2,101,101,,23.08049505,2,3942.47,3942.47,1165.565,1.691227,1.691227,51.36986301,75,75,31.08173333,3/16/2026,3/16/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/16/2026,active,campaign,7-day click,In-app purchases,11,93051,1.34861528,557.3527273,6130.88,125490,48.85552634,475,12.90711579,0.37851622,694,0.55303211,8.83412104,11,332,332,,18.46650602,11,4921,4921,557.3527273,0.80265802,0.80265802,56.42105263,268,268,22.87641791,3/16/2026,3/16/2026
Middle Funnel 2(web visit),3/16/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,4,3157,1.28666455,34.385,137.54,4062,33.86016741,34,4.04529412,0.8370261,93,2.28951256,1.47892473,1,4,4,,34.385,1,199,199,137.54,1.44685182,1.44685182,5.88235294,2,2,68.77,3/16/2026,3/16/2026
Advantage+ shopping campaign 02/03/2025 Campaign,3/16/2026,active,campaign,Multiple attribution settings,,,24047,2.06420759,,1870.04,49638,37.67355655,268,6.97776119,0.53990894,1172,2.36109432,1.59559727,35,72,62,10,25.97277778,35,27655,27655,53.42971429,14.78845372,14.78845372,4.85074627,13,13,143.8492308,3/16/2026,3/16/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/16/2026,active,campaign,7-day click,In-app purchases,32,519264,1.48091722,1100.822813,35226.33,768987,45.80874579,2381,14.7947627,0.30962812,3080,0.40052693,11.43712013,32,1178,1178,,29.90350594,32,8464,8464,1100.822813,0.24027482,0.24027482,38.5552289,918,918,38.3729085,3/16/2026,3/16/2026
UAE App promotion Campaign 26 June 25,3/16/2026,active,campaign,7-day click,In-app purchases,2,5021,1.48097988,767.82,1535.64,7436,206.514255,87,17.65103448,1.16998386,108,1.45239376,14.21888889,2,58,58,,26.47655172,2,2507.23,2507.23,767.82,1.63269386,1.63269386,59.77011494,52,52,29.53153846,3/16/2026,3/16/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/16/2026,active,campaign,Multiple attribution settings,,,107023,1.41257487,,9993.52,151178,66.10432735,481,20.77654886,0.31816799,1024,0.67734723,9.75929688,,194,194,,51.51298969,,,,,,,48.02494802,231,231,43.26199134,3/16/2026,3/16/2026
New qatar App promotion Campaign 23 sept 25,3/16/2026,active,campaign,7-day click,In-app purchases,1,10911,1.50536156,2152.91,2152.91,16425,131.0751903,99,21.74656566,0.60273973,123,0.74885845,17.50333333,1,57,57,,37.77035088,1,4800,4800,2152.91,2.22954048,2.22954048,51.51515152,51,51,42.21392157,3/16/2026,3/16/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/16/2026,active,campaign,7-day click or 1-day view,,,552328,1.00903449,,993.56,557318,1.7827524,86,11.55302326,0.01543105,302,0.05418809,3.28993377,,,,,,,,,,,,1.1627907,1,1,993.56,3/16/2026,3/16/2026
New App promotion oman and bahrain Campaign 22 jan 2026,3/16/2026,active,campaign,7-day click,In-app purchases,1,14601,1.62838162,2870.83,2870.83,23776,120.7448688,79,36.33962025,0.33226783,97,0.40797443,29.59618557,1,65,65,,44.16661538,1,3843,3843,2870.83,1.33863726,1.33863726,51.89873418,41,41,70.0202439,3/16/2026,3/16/2026
Middle Funnel 2(web visit),3/15/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,6,3704,1.27942765,30.99,185.94,4739,39.23612576,37,5.02540541,0.78075543,108,2.27896181,1.72166667,,6,4,2,30.99,,,,,,,8.10810811,3,3,61.98,3/15/2026,3/15/2026
Middle Funnel Ad 3(fb-insta),3/15/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,44,13754,1.13690563,8.38954545,369.14,15637,23.60682995,62,5.95387097,0.39649549,270,1.72667391,1.36718519,1,44,41,3,8.38954545,1,268,268,369.14,0.72601181,0.72601181,22.58064516,14,14,26.36714286,3/15/2026,3/15/2026
NF App Conversions,3/15/2026,active,campaign,7-day click or 1-day view,In-app purchases,8,4902,1.64320685,127.81875,1022.55,8055,126.9459963,347,2.94682997,4.3078833,402,4.99068901,2.54365672,8,34,34,,30.075,8,5146,5146,127.81875,5.03251675,5.03251675,0.57636888,2,2,511.275,3/15/2026,3/15/2026
Bottom Funnel – Copy,3/15/2026,active,campaign,7-day click or 1-day view,actions:purchase,8,8438,1.4804456,50.76625,406.13,12492,32.51120717,29,14.00448276,0.23214858,80,0.64040986,5.076625,8,6,5,1,67.68833333,8,4568,4568,50.76625,11.24763007,11.24763007,17.24137931,5,5,81.226,3/15/2026,3/15/2026
All-Lookalike-manual-registration 27-07-24,3/15/2026,active,campaign,7-day click,,,241409,1.45193427,,17730.19,350510,50.58397763,1296,13.68070216,0.36974694,1721,0.49099883,10.30226031,14,496,496,,35.74635081,14,8645,8645,1266.442143,0.48758643,0.48758643,34.56790123,448,448,39.57631696,3/15/2026,3/15/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,3/15/2026,active,campaign,7-day click,In-app purchases,5,16270,1.42261832,539.728,2698.64,23146,116.5920677,194,13.91051546,0.83815778,230,0.99369221,11.73321739,5,139,138,1,19.41467626,6,7870.41,7627.41,449.7733333,2.91643569,2.82639033,51.54639175,100,100,26.9864,3/15/2026,3/15/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/15/2026,active,campaign,7-day click,In-app purchases,15,98565,1.33055344,420.7713333,6311.57,131146,48.12628673,547,11.5385192,0.4170924,767,0.58484437,8.22890482,15,358,357,1,17.6300838,15,5880,5880,420.7713333,0.9316224,0.9316224,49.90859232,273,273,23.11930403,3/15/2026,3/15/2026
Advantage+ shopping campaign 02/03/2025 Campaign,3/15/2026,active,campaign,Multiple attribution settings,,,31904,2.07908099,,2523.06,66331,38.0374184,391,6.45283887,0.58946797,1724,2.5990864,1.46349188,18,54,49,5,46.72333333,18,21307,21307,140.17,8.4449042,8.4449042,4.09207161,16,16,157.69125,3/15/2026,3/15/2026
New App IOS KSA promotion campaign,3/15/2026,active,campaign,Multiple attribution settings,In-app purchases,1,13155,1.36556442,3450.1,3450.1,17964,192.0563349,133,25.9406015,0.74036963,181,1.0075707,19.06132597,1,30,30,,115.0033333,1,2867.67,2867.67,3450.1,0.8311846,0.8311846,35.33834586,47,47,73.40638298,3/15/2026,3/15/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/15/2026,active,campaign,7-day click,In-app purchases,32,625572,1.4638363,1230.494063,39375.81,915735,42.99913184,2789,14.11825385,0.30456409,3609,0.39410965,10.91044888,32,1299,1298,1,30.31240185,32,14492,14492,1230.494063,0.36804322,0.36804322,38.68770169,1079,1079,36.49287303,3/15/2026,3/15/2026
UAE App promotion Campaign 26 June 25,3/15/2026,active,campaign,7-day click,,,6966,1.46640827,,1910.06,10215,186.9858052,79,24.17797468,0.77337249,108,1.05726872,17.68574074,,59,57,2,32.37389831,,,,,,,54.43037975,43,43,44.42,3/15/2026,3/15/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/15/2026,active,campaign,Multiple attribution settings,,,136360,1.43905104,,12766.31,196229,65.05822279,628,20.32851911,0.32003425,1274,0.64924145,10.02065149,,245,245,,52.10738776,,,,,,,48.24840764,303,303,42.1330363,3/15/2026,3/15/2026
New qatar App promotion Campaign 23 sept 25,3/15/2026,active,campaign,7-day click,,,12587,1.46913482,,2298.45,18492,124.2942894,115,19.98652174,0.62189055,140,0.75708414,16.4175,,66,66,,34.825,,,,,,,46.08695652,53,53,43.36698113,3/15/2026,3/15/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/15/2026,active,campaign,7-day click or 1-day view,,,588438,1,,1073.51,588438,1.82433833,123,8.72772358,0.0209028,346,0.05879974,3.10263006,,,,,,,,,,,,0.81300813,1,1,1073.51,3/15/2026,3/15/2026
New App promotion oman and bahrain Campaign 22 jan 2026,3/15/2026,active,campaign,7-day click,,,17199,1.6466655,,3085.51,28321,108.9477773,169,18.25745562,0.59673034,191,0.67441121,16.15450262,,96,96,,32.14072917,,,,,,,43.19526627,73,73,42.26726027,3/15/2026,3/15/2026
New App IOS KSA promotion campaign,3/14/2026,active,campaign,Multiple attribution settings,,,14641,1.30489721,,3308.33,19105,173.1656634,151,21.9094702,0.79036901,186,0.97356713,17.78672043,,43,41,2,76.93790698,,,,,,,33.77483444,51,51,64.86921569,3/14/2026,3/14/2026
Middle Funnel Ad 3(fb-insta),3/14/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,20,14558,1.1752988,20.073,401.46,17110,23.46347165,56,7.16892857,0.32729398,267,1.56049094,1.50359551,,20,15,5,20.073,,,,,,,8.92857143,5,5,80.292,3/14/2026,3/14/2026
NF App Conversions,3/14/2026,active,campaign,7-day click or 1-day view,In-app purchases,7,5016,1.62779107,139.9771429,979.84,8165,120.004899,366,2.67715847,4.48254746,424,5.19289651,2.3109434,7,19,19,,51.57052632,7,15121,15121,139.9771429,15.43211137,15.43211137,0.81967213,3,3,326.6133333,3/14/2026,3/14/2026
Bottom Funnel – Copy,3/14/2026,active,campaign,7-day click or 1-day view,actions:purchase,4,9405,1.48102073,113.1525,452.61,13929,32.49407711,40,11.31525,0.28717065,123,0.88304975,3.6797561,4,15,15,,30.174,4,4409,4409,113.1525,9.74127836,9.74127836,20,8,8,56.57625,3/14/2026,3/14/2026
All-Lookalike-manual-registration 27-07-24,3/14/2026,active,campaign,7-day click,,,235164,1.41187001,,17122,332021,51.56902726,1180,14.51016949,0.35539921,1547,0.46593438,11.0678733,14,521,521,,32.86372361,14,4764,4764,1223,0.27823852,0.27823852,36.69491525,433,433,39.54272517,3/14/2026,3/14/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,3/14/2026,active,campaign,7-day click,In-app purchases,2,19786,1.3099161,1518.09,3036.18,25918,117.1456131,239,12.70368201,0.92213905,274,1.05718034,11.08094891,2,178,178,,17.05719101,2,2828.23,2828.23,1518.09,0.93150933,0.93150933,55.23012552,132,132,23.00136364,3/14/2026,3/14/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/14/2026,active,campaign,7-day click,In-app purchases,10,80547,1.2629024,566.277,5662.77,101723,55.66853121,431,13.13867749,0.42369965,588,0.57804036,9.63056122,10,263,263,,21.53144487,10,3358,3358,566.277,0.59299601,0.59299601,51.97215777,224,224,25.28022321,3/14/2026,3/14/2026
Middle Funnel 2(web visit),3/14/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,7,2271,1.58520476,23.69,165.83,3600,46.06388889,17,9.75470588,0.47222222,54,1.5,3.07092593,,7,7,,23.69,,,,,,,35.29411765,6,6,27.63833333,3/14/2026,3/14/2026
Advantage+ shopping campaign 02/03/2025 Campaign,3/14/2026,active,campaign,Multiple attribution settings,,,32047,2.06721378,,2246.8,66248,33.91498611,332,6.76746988,0.5011472,987,1.4898563,2.27639311,41,69,67,2,32.56231884,42,40720,38612,53.4952381,18.1235535,17.18533025,6.02409639,20,20,112.34,3/14/2026,3/14/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/14/2026,active,campaign,7-day click,In-app purchases,44,567977,1.46070351,814.8795455,35854.7,829646,43.21686599,2513,14.26768802,0.30290027,3338,0.40234028,10.74137208,44,1174,1174,,30.54063032,44,17861,17861,814.8795455,0.49814948,0.49814948,40.03183446,1006,1006,35.64085487,3/14/2026,3/14/2026
UAE App promotion Campaign 26 June 25,3/14/2026,active,campaign,7-day click,,,7927,1.42046171,,2042.81,11260,181.4218473,99,20.63444444,0.87921847,116,1.03019538,17.61043103,,63,63,,32.42555556,,,,,,,51.51515152,51,51,40.05509804,3/14/2026,3/14/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/14/2026,active,campaign,Multiple attribution settings,In-app purchases,1,130478,1.33056147,10647.78,10647.78,173609,61.3319586,613,17.36995106,0.35309229,1085,0.6249676,9.81362212,1,218,218,,48.84302752,1,2878.56,2878.56,10647.78,0.27034368,0.27034368,41.27243067,253,253,42.08608696,3/14/2026,3/14/2026
New qatar App promotion Campaign 23 sept 25,3/14/2026,active,campaign,7-day click,In-app purchases,2,12958,1.52245717,1180.235,2360.47,19728,119.6507502,131,18.01885496,0.66403082,162,0.82116788,14.57080247,2,65,65,,36.31492308,2,4907,4907,1180.235,2.07882329,2.07882329,45.03816794,59,59,40.0079661,3/14/2026,3/14/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/14/2026,active,campaign,7-day click or 1-day view,,,538828,1,,1011.64,538828,1.87748224,89,11.36674157,0.01651733,298,0.05530522,3.3947651,,3,1,2,337.2133333,,,,,,,1.12359551,1,1,1011.64,3/14/2026,3/14/2026
New App promotion oman and bahrain Campaign 22 jan 2026,3/14/2026,active,campaign,7-day click,,,17222,1.67988619,,3249.47,28931,112.3179289,168,19.34208333,0.58069199,188,0.64982199,17.28441489,,84,84,,38.68416667,,,,,,,37.5,63,63,51.57888889,3/14/2026,3/14/2026
Middle Funnel 2(web visit),3/13/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,2,1934,1.54136505,59.81,119.62,2981,40.127474,13,9.20153846,0.43609527,46,1.54310634,2.60043478,1,2,1,1,59.81,1,1299,1299,119.62,10.85938806,10.85938806,7.69230769,1,1,119.62,3/13/2026,3/13/2026
Middle Funnel Ad 3(fb-insta),3/13/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,24,11494,1.22611797,11.81166667,283.48,14093,20.11495068,46,6.1626087,0.32640318,166,1.17788973,1.70771084,,24,18,6,11.81166667,,,,,,,17.39130435,8,8,35.435,3/13/2026,3/13/2026
NF App Conversions,3/13/2026,active,campaign,7-day click or 1-day view,In-app purchases,11,4647,1.67376802,79.72272727,876.95,7778,112.7474929,374,2.3447861,4.80843404,414,5.32270507,2.11823671,11,23,23,,38.12826087,11,3787,3787,79.72272727,4.31837619,4.31837619,0.80213904,3,3,292.3166667,3/13/2026,3/13/2026
Bottom Funnel – Copy,3/13/2026,active,campaign,7-day click or 1-day view,actions:purchase,6,9317,1.52366642,70.675,424.05,14196,29.87109045,36,11.77916667,0.25359256,112,0.78895464,3.78616071,6,12,12,,35.3375,6,2475,2475,70.675,5.83657588,5.83657588,8.33333333,3,3,141.35,3/13/2026,3/13/2026
All-Lookalike-manual-registration 27-07-24,3/13/2026,active,campaign,7-day click,,,248165,1.39054258,,15885.04,345084,46.03238632,1299,12.22866821,0.37643009,1699,0.49234389,9.34964097,23,457,457,,34.75938731,23,7677,7677,690.653913,0.4832849,0.4832849,36.18167821,470,470,33.79795745,3/13/2026,3/13/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,3/13/2026,active,campaign,7-day click,In-app purchases,1,17729,1.27192735,2584.19,2584.19,22550,114.5982262,230,11.2356087,1.01995565,250,1.10864745,10.33676,1,147,146,1,17.57952381,1,3064.56,3064.56,2584.19,1.18588803,1.18588803,49.56521739,114,114,22.66833333,3/13/2026,3/13/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/13/2026,active,campaign,7-day click,In-app purchases,18,79749,1.29444883,329.0122222,5922.22,103231,57.36861989,397,14.91743073,0.3845744,580,0.56184673,10.21072414,18,222,222,,26.67666667,18,6185,6185,329.0122222,1.04437187,1.04437187,50.62972292,201,201,29.46378109,3/13/2026,3/13/2026
Advantage+ shopping campaign 02/03/2025 Campaign,3/13/2026,active,campaign,Multiple attribution settings,,,27143,2.2409461,,1816,60826,29.85565383,300,6.05333333,0.49321014,923,1.5174432,1.96749729,24,70,66,4,25.94285714,24,9266,9266,75.66666667,5.10242291,5.10242291,3.66666667,11,11,165.0909091,3/13/2026,3/13/2026
New App IOS KSA promotion campaign,3/13/2026,active,campaign,Multiple attribution settings,In-app purchases,1,18288,1.27504374,3709.4,3709.4,23318,159.0788232,208,17.83365385,0.89201475,236,1.01209366,15.71779661,1,48,48,,77.27916667,1,3186.9,3186.9,3709.4,0.85914164,0.85914164,32.21153846,67,67,55.3641791,3/13/2026,3/13/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/13/2026,active,campaign,7-day click,In-app purchases,32,588515,1.46268659,1020.831563,32666.61,860813,37.94855561,2700,12.09874444,0.31365697,3479,0.40415282,9.38965507,32,1247,1246,1,26.19615878,32,11489,11489,1020.831563,0.35170469,0.35170469,42.22222222,1140,1140,28.65492105,3/13/2026,3/13/2026
UAE App promotion Campaign 26 June 25,3/13/2026,active,campaign,7-day click,,,8124,1.33616445,,1752.39,10855,161.4362045,105,16.68942857,0.96729618,121,1.11469369,14.48256198,,74,74,,23.68094595,,,,,,,52.38095238,55,55,31.86163636,3/13/2026,3/13/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/13/2026,active,campaign,Multiple attribution settings,In-app purchases,3,127565,1.39313291,3721.713333,11165.14,177715,62.82609797,666,16.76447447,0.37475734,1115,0.62740905,10.01357848,3,198,198,,56.38959596,3,4039.87,4039.87,3721.713333,0.36182887,0.36182887,36.33633634,242,242,46.13694215,3/13/2026,3/13/2026
New qatar App promotion Campaign 23 sept 25,3/13/2026,active,campaign,7-day click,In-app purchases,1,14463,1.45654429,2402.74,2402.74,21066,114.0577234,146,16.45712329,0.69305991,169,0.80224058,14.21739645,1,81,81,,29.66345679,1,1949,1949,2402.74,0.81115726,0.81115726,46.57534247,68,68,35.33441176,3/13/2026,3/13/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/13/2026,active,campaign,7-day click or 1-day view,,,541778,1,,993.08,541778,1.83300171,106,9.36867925,0.01956521,349,0.06441753,2.84550143,,7,7,,141.8685714,,,,,,,2.83018868,3,3,331.0266667,3/13/2026,3/13/2026
New App promotion oman and bahrain Campaign 22 jan 2026,3/13/2026,active,campaign,7-day click,In-app purchases,2,20780,1.56491819,1624.075,3248.15,32519,99.8846828,195,16.65717949,0.59964944,219,0.67345244,14.83173516,2,96,96,,33.83489583,2,3380.72,3380.72,1624.075,1.040814,1.040814,37.94871795,74,74,43.89391892,3/13/2026,3/13/2026
Middle Funnel 2(web visit),3/12/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,14,2094,1.55778415,10.23071429,143.23,3262,43.908645,23,6.2273913,0.7050889,57,1.74739424,2.51280702,,14,13,1,10.23071429,,,,,,,8.69565217,2,2,71.615,3/12/2026,3/12/2026
Middle Funnel Ad 3(fb-insta),3/12/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,23,12839,1.19596542,13.98086957,321.56,15355,20.9417128,69,4.66028986,0.44936503,207,1.34809508,1.55342995,,23,18,5,13.98086957,,,,,,,8.69565217,6,6,53.59333333,3/12/2026,3/12/2026
NF App Conversions,3/12/2026,active,campaign,7-day click or 1-day view,In-app purchases,7,4723,1.69743807,135.1042857,945.73,8017,117.9655732,339,2.78976401,4.22851441,392,4.88960958,2.41257653,7,37,37,,25.56027027,7,6079,6079,135.1042857,6.42783881,6.42783881,1.179941,4,4,236.4325,3/12/2026,3/12/2026
Bottom Funnel – Copy,3/12/2026,active,campaign,7-day click or 1-day view,actions:purchase,12,8563,1.56206937,34.0375,408.45,13376,30.53603469,35,11.67,0.26166268,100,0.74760766,4.0845,12,11,11,,37.13181818,12,5435,5435,34.0375,13.30640225,13.30640225,8.57142857,3,3,136.15,3/12/2026,3/12/2026
All-Lookalike-manual-registration 27-07-24,3/12/2026,active,campaign,7-day click,,,200824,1.37737521,,13917.79,276610,50.31557066,1061,13.11761546,0.38357254,1359,0.49130545,10.24119941,12,386,386,,36.05645078,12,3105,3105,1159.815833,0.22309576,0.22309576,36.38077286,386,386,36.05645078,3/12/2026,3/12/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,3/12/2026,active,campaign,7-day click,In-app purchases,2,16151,1.29341836,1158.78,2317.56,20890,110.9411202,179,12.94726257,0.85686932,208,0.99569172,11.14211538,2,138,138,,16.79391304,2,7403.98,7403.98,1158.78,3.19473067,3.19473067,55.30726257,99,99,23.40969697,3/12/2026,3/12/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/12/2026,active,campaign,7-day click,In-app purchases,12,87837,1.31524301,495.2558333,5943.07,115527,51.44312585,455,13.06169231,0.39384733,602,0.52109031,9.8722093,12,248,248,,23.96399194,12,10760,10760,495.2558333,1.81051208,1.81051208,46.59340659,212,212,28.03334906,3/12/2026,3/12/2026
Advantage+ shopping campaign 02/03/2025 Campaign,3/12/2026,active,campaign,Multiple attribution settings,,,26951,2.17565211,,1847.71,58636,31.51152875,281,6.57548043,0.47922778,1022,1.74295655,1.80793542,31,53,51,2,34.86245283,31,21500,21500,59.60354839,11.63602513,11.63602513,5.69395018,16,16,115.481875,3/12/2026,3/12/2026
New App IOS KSA promotion campaign,3/12/2026,active,campaign,Multiple attribution settings,In-app purchases,1,16307,1.26344515,3176.44,3176.44,20603,154.173664,204,15.57078431,0.99014707,239,1.16002524,13.29054393,1,45,45,,70.58755556,1,3958.36,3958.36,3176.44,1.24616237,1.24616237,29.90196078,61,61,52.07278689,3/12/2026,3/12/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/12/2026,active,campaign,7-day click,In-app purchases,40,488147,1.34503541,658.73275,26349.31,656575,40.1314549,2077,12.68623495,0.31633858,2789,0.42478011,9.44758336,40,1138,1137,1,23.15405097,40,12277.05,12277.05,658.73275,0.4659344,0.4659344,45.7390467,950,950,27.73611579,3/12/2026,3/12/2026
UAE App promotion Campaign 26 June 25,3/12/2026,active,campaign,7-day click,In-app purchases,2,6758,1.33989346,721.52,1443.04,9055,159.3638874,81,17.81530864,0.89453341,89,0.98288239,16.21393258,2,73,73,,19.76767123,2,3118,3118,721.52,2.16071627,2.16071627,56.79012346,46,46,31.37043478,3/12/2026,3/12/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/12/2026,active,campaign,Multiple attribution settings,In-app purchases,6,125828,1.36691356,1799.043333,10794.26,171996,62.75878509,722,14.95049861,0.4197772,1198,0.69652783,9.01023372,6,227,227,,47.55180617,6,15319.96,15319.96,1799.043333,1.41926913,1.41926913,43.90581717,317,317,34.05129338,3/12/2026,3/12/2026
New qatar App promotion Campaign 23 sept 25,3/12/2026,active,campaign,7-day click,,,12621,1.43166152,,2079.87,18069,115.1070895,101,20.59277228,0.5589684,126,0.69732691,16.50690476,,57,57,,36.48894737,,,,,,,39.6039604,40,40,51.99675,3/12/2026,3/12/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/12/2026,active,campaign,7-day click or 1-day view,,,539143,1.01280922,,970.81,546049,1.77788074,102,9.5177451,0.01867964,346,0.06336428,2.80580925,,2,2,,485.405,,,,,,,0.98039216,1,1,970.81,3/12/2026,3/12/2026
New App promotion oman and bahrain Campaign 22 jan 2026,3/12/2026,active,campaign,7-day click,,,16526,1.53800073,,2749.5,25417,108.1756305,133,20.67293233,0.52327183,152,0.59802494,18.08881579,,71,71,,38.72535211,,,,,,,40.60150376,54,54,50.91666667,3/12/2026,3/12/2026
Middle Funnel 2(web visit),3/11/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,7,2066,1.55130687,22.79142857,159.54,3205,49.77847114,20,7.977,0.62402496,58,1.80967239,2.75068966,,7,6,1,22.79142857,,,,,,,15,3,3,53.18,3/11/2026,3/11/2026
Middle Funnel Ad 3(fb-insta),3/11/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,32,12648,1.2699241,10.570625,338.26,16062,21.05964388,54,6.26407407,0.33619724,167,1.03972108,2.02550898,,32,28,4,10.570625,,,,,,,12.96296296,7,7,48.32285714,3/11/2026,3/11/2026
NF App Conversions,3/11/2026,active,campaign,7-day click or 1-day view,In-app purchases,10,5249,1.59020766,98.989,989.89,8347,118.5923086,280,3.53532143,3.35449862,350,4.19312328,2.82825714,10,29,29,,34.13413793,10,15684,15684,98.989,15.84418471,15.84418471,0.35714286,1,1,989.89,3/11/2026,3/11/2026
Bottom Funnel – Copy,3/11/2026,active,campaign,7-day click or 1-day view,actions:purchase,3,8200,1.55097561,127.3766667,382.13,12718,30.04639094,29,13.17689655,0.22802327,103,0.80987577,3.71,3,11,11,,34.73909091,3,3506,3506,127.3766667,9.17488813,9.17488813,10.34482759,3,3,127.3766667,3/11/2026,3/11/2026
All-Lookalike-manual-registration 27-07-24,3/11/2026,active,campaign,7-day click,,,292550,1.42936934,,18647.13,418162,44.59307637,1557,11.97631985,0.37234373,2089,0.49956715,8.92634275,18,568,568,,32.82945423,18,12680,12680,1035.951667,0.6799974,0.6799974,31.92035967,497,497,37.51937626,3/11/2026,3/11/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,3/11/2026,active,campaign,7-day click,In-app purchases,2,18221,1.32775369,1344.42,2688.84,24193,111.1412392,216,12.44833333,0.89282024,245,1.01268962,10.97485714,2,162,162,,16.59777778,2,2750,2750,1344.42,1.02274587,1.02274587,56.48148148,122,122,22.03967213,3/11/2026,3/11/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/11/2026,active,campaign,7-day click,In-app purchases,15,77615,1.37696322,394.626,5919.39,106873,55.38714175,456,12.98111842,0.42667465,631,0.59042041,9.38096672,15,248,248,,23.86850806,15,5574,5574,394.626,0.94165108,0.94165108,49.56140351,226,226,26.19199115,3/11/2026,3/11/2026
